,CreditGrade,LoanStatus,ProsperScore,EmploymentStatus,StatedMonthlyIncome,MonthlyLoanPayment,LoanOriginalAmount,DebtToIncomeRatio,EstimatedLoss,diff_income_loan
5354,C,0,,Not available,2166.666667,169.68,5000,0.26,,-2833.333333
5355,HR,0,,Not available,2333.333333,88.0,2100,0.28,,233.33333300000004
5356,C,0,,,947.0,238.56,6000,0.5,,-5053.0
5357,,0,2.0,Full-time,5333.333333,171.9,3800,0.07,0.24,1533.3333329999996
5358,,0,3.0,Employed,10750.0,148.56,3500,0.18,0.149,7250.0
5359,D,0,,Self-employed,1750.0,326.6,8000,0.25,,-6250.0
5360,D,0,,Full-time,7916.666667,263.58,7550,0.21,,366.6666670000004
5361,HR,0,,Full-time,3618.0,167.46,4600,0.19,,-982.0
5362,HR,0,,Not available,833.333333,39.76,1000,0.05,,-166.66666699999996
5363,,0,1.0,Self-employed,12083.333333,169.78,4000,,0.149,8083.3333330000005
5364,,0,2.0,Self-employed,8333.333333,152.74,4000,,0.0925,4333.3333330000005
5365,E,0,,Full-time,3000.0,127.52,3000,0.36,,0.0
5366,D,0,,Full-time,2916.666667,229.16,6500,0.19,,-3583.333333
5367,,0,1.0,Self-employed,5833.333333,173.71,4000,,0.165,1833.3333329999996
5368,,0,4.0,Self-employed,2083.333333,149.39,3440,,0.1725,-1356.666667
5369,E,0,,Full-time,4033.083333,203.56,4500,0.48,,-466.91666699999996
5370,,0,8.0,Employed,15416.666667,136.98,4000,0.13,0.147,11416.666667
5371,HR,0,,,1333.333333,104.42,2500,0.3,,-1166.666667
5372,HR,0,,Full-time,833.333333,45.24,1000,0.3,,-166.66666699999996
5373,A,0,,Part-time,1398.333333,128.26,3700,0.15,,-2301.666667
5374,,0,8.0,Employed,3333.333333,119.86,3500,0.07,0.147,-166.66666699999996
5375,,0,5.0,Employed,2000.0,86.85,2000,,0.1675,0.0
5376,,0,9.0,Employed,3500.0,181.74,5250,0.18,0.0595,-1750.0
5377,E,0,,Part-time,666.666667,62.86,1500,0.55,,-833.333333
5378,C,0,,Self-employed,3333.333333,135.71,3000,,,333.33333300000004
5379,,0,6.0,Employed,5333.333333,198.77,5000,0.14,0.119,333.3333329999996
5380,A,0,,Full-time,4416.666667,292.22,8550,0.11,,-4133.333333
5381,D,0,,Self-employed,9500.0,596.4,15000,0.18,,-5500.0
5382,,0,5.0,Employed,3750.0,173.71,4000,0.14,0.165,-250.0
5383,,0,4.0,Full-time,5416.666667,640.82,16000,0.2,0.085,-10583.333332999999
5384,E,0,,Not available,3083.333333,209.53,5000,0.17,,-1916.666667
5385,,0,4.0,Employed,2816.666667,86.85,2000,0.03,0.165,816.666667
5386,C,0,,Full-time,2583.333333,103.97,2900,0.3,,-316.66666699999996
5387,HR,0,,Full-time,2333.333333,42.45,1000,0.25,,1333.333333
5388,B,0,,Full-time,5166.666667,99.14,3000,0.11,,2166.6666670000004
5389,HR,0,,Full-time,4333.333333,128.93,3200,0.3,,1133.3333329999996
5390,,0,6.0,Employed,4166.666667,161.14,4000,0.23,0.108,166.66666700000042
5391,D,0,,Full-time,4333.333333,93.39,2200,0.19,,2133.3333329999996
5392,HR,0,,Full-time,4166.666667,45.24,1000,0.07,,3166.6666670000004
5393,D,0,,Full-time,1583.333333,164.0,4600,0.47,,-3016.666667
5394,E,0,,Full-time,2479.666667,58.72,1299,0.36,,1180.666667
5395,C,0,,Full-time,4166.666667,355.28,10000,0.41,,-5833.333333
5396,HR,0,,Full-time,2083.333333,45.24,1000,0.18,,1083.333333
5397,,0,6.0,Employed,8000.0,168.89,4000,0.16,0.147,4000.0
5398,D,0,,Part-time,1250.0,112.41,3000,0.18,,-1750.0
5399,AA,0,,Full-time,20333.333333000002,808.65,24000,0.2,,-3666.6666669999977
5400,B,0,,Full-time,7083.333333,366.56,10000,0.12,,-2916.6666670000004
5401,,0,8.0,Employed,3500.0,172.08,5000,0.11,0.0595,-1500.0
5402,,0,3.0,Employed,5750.0,136.98,4000,0.29,0.149,1750.0
5403,,0,8.0,Employed,2916.666667,120.29,5000,0.26,0.033,-2083.333333
5404,C,0,,Full-time,5416.666667,162.36,4999,0.1,,417.6666670000004
5405,,0,9.0,Employed,5500.0,557.12,25000,0.14,0.0174,-19500.0
5406,,0,2.0,Employed,3750.0,216.66,5000,0.49,0.149,-1250.0
5407,,0,5.0,Other,1522.0,173.71,4000,0.54,0.165,-2478.0
5408,A,0,,Full-time,5083.333333,538.83,15000,0.35,,-9916.666667000001
5409,C,0,,Full-time,7666.666667,203.01,5250,0.15,,2416.6666670000004
5410,D,0,,Full-time,6000.0,90.47,2000,0.2,,4000.0
5411,,0,7.0,Other,1731.6666670000002,112.24,3000,0.22,0.089,-1268.3333329999998
5412,,0,8.0,Employed,3166.666667,135.77,5000,0.18,0.0649,-1833.333333
5413,,0,7.0,Employed,2500.0,131.79,4500,0.32,0.089,-2000.0
5414,,0,4.0,Employed,3785.083333,152.29,5000,0.36,0.105,-1214.916667
5415,D,0,,Full-time,2500.0,156.93,4000,0.18,,-1500.0
5416,,0,3.0,Employed,5000.0,174.2,4000,,0.165,1000.0
5417,D,0,,Full-time,1666.666667,130.07,3500,0.37,,-1833.333333
5418,,0,4.0,Employed,4583.333333,166.73,4000,0.26,0.1375,583.3333329999996
5419,B,0,,Not available,1500.0,70.31,2000,0.58,,-500.0
5420,D,0,,Self-employed,3750.0,222.98,6000,0.17,,-2250.0
5421,D,0,,Full-time,1625.0,169.54,4500,0.53,,-2875.0
5422,,0,6.0,Employed,5838.333333,178.69,6000,0.28,0.0925,-161.66666700000042
5423,C,0,,,4583.333333,122.19,3500,0.07466,,1083.3333329999996
5424,AA,0,,Full-time,4666.666667,325.02,10000,0.24,,-5333.333333
5425,,0,4.0,Employed,4050.0,173.71,4000,0.23,0.165,50.0
5426,,0,6.0,Employed,6500.0,80.17,2000,0.18,0.112,4500.0
5427,HR,0,,Not available,2500.0,72.25,2000,0.21,,500.0
5428,D,0,,Full-time,2583.333333,296.49,8000,0.32,,-5416.6666669999995
5429,HR,0,,,5000.0,200.12,5000,0.07,,0.0
5430,,0,2.0,Employed,3833.333333,203.13,7000,0.27,0.085,-3166.666667
5431,,0,8.0,Full-time,1750.0,37.41,1000,0.1,0.1,750.0
5432,,0,3.0,Employed,5833.333333,155.34,4000,0.23,0.1025,1833.3333329999996
5433,D,0,,,3462.0,156.41,4000,0.19,,-538.0
5434,,0,5.0,Employed,5512.5,322.84,7500,0.35,0.147,-1987.5
5435,C,0,,Full-time,4750.0,85.44,2500,0.03,,2250.0
5436,,0,3.0,Employed,3875.0,458.48,15000,0.36,0.099,-11125.0
5437,,0,4.0,Employed,1083.333333,45.24,1000,0.04,0.183,83.33333300000004
5438,C,0,,Full-time,15000.0,363.99,10000,0.11,,5000.0
5439,D,0,,Full-time,5416.666667,158.33,3500,0.08,,1916.6666670000004
5440,,0,6.0,Employed,2750.0,353.5,10000,0.28,0.0574,-7250.0
5441,C,0,,Full-time,3000.0,67.85,1500,0.5,,1500.0
5442,HR,0,,Not available,5333.333333,125.72,3000,0.12,,2333.3333329999996
5443,AA,0,,Not available,4333.333333,866.63,25000,0.23,,-20666.666667
5444,HR,0,,Full-time,2666.666667,41.91,1000,0.21,,1666.666667
5445,,0,6.0,Employed,3833.333333,171.83,4500,0.22,0.098,-666.666667
5446,,0,6.0,Employed,5416.666667,152.42,3500,0.06,0.147,1916.6666670000004
5447,,0,6.0,Employed,3644.333333,276.13,10000,0.22,0.061,-6355.6666669999995
5448,,0,2.0,Full-time,4377.166667,67.85,1500,0.3,0.25,2877.1666670000004
5449,,0,5.0,Employed,2166.666667,161.99,4000,0.27,0.1225,-1833.333333
5450,,0,5.0,Employed,6000.0,173.71,4000,,0.1675,2000.0
5451,D,0,,Full-time,2951.083333,226.18,5000,0.13,,-2048.916667
5452,C,0,,Full-time,5833.333333,542.83,12000,0.14,,-6166.666667
5453,,0,8.0,Employed,6166.666667,410.12,15000,0.21,0.0595,-8833.333332999999
5454,,0,7.0,Employed,7083.333333,278.73,7000,0.22,0.112,83.33333299999958
5455,A,0,,Full-time,3000.0,843.56,20000,0.66,,-17000.0
5456,HR,0,,Not available,4916.666667,124.09,3000,0.04,,1916.6666670000004
5457,,0,7.0,Full-time,4333.333333,149.57,3700,0.04,0.1,633.3333329999996
5458,,0,4.0,Employed,2500.0,151.19,4000,0.36,0.0874,-1500.0
5459,D,0,,Full-time,3916.666667,174.55,5000,0.36,,-1083.333333
5460,E,0,,Not available,5000.0,206.82,5000,0.06,,0.0
5461,AA,0,,Self-employed,8333.333333,320.33,10000,0.17,,-1666.6666669999995
5462,E,0,,Full-time,6837.75,103.36,2600,0.1,,4237.75
5463,,0,7.0,Employed,2833.333333,437.46,15000,0.28,0.089,-12166.666667
5464,HR,0,,Full-time,6770.833333,628.59,15000,0.38,,-8229.166667000001
5465,,0,5.0,Employed,3750.0,73.71,2000,0.19,0.0749,1750.0
5466,,0,6.0,Employed,2333.333333,84.44,2000,0.17,0.147,333.33333300000004
5467,C,0,,Full-time,2000.0,162.39,5000,0.31,,-3000.0
5468,,0,8.0,Full-time,3916.666667,228.58,5300,0.4,0.1,-1383.333333
5469,,0,2.0,Self-employed,8333.333333,174.2,4000,,0.203,4333.3333330000005
5470,D,0,,Full-time,3750.0,278.73,7500,0.33,,-3750.0
5471,,0,6.0,Other,3083.333333,177.74,5000,0.23,0.0599,-1916.666667
5472,C,0,,Full-time,2333.333333,175.41,5221,0.38,,-2887.666667
5473,,0,9.0,Full-time,22320.0,204.12,5500,0.12,0.065,16820.0
5474,HR,0,,Full-time,3500.0,43.16,1000,0.11,,2500.0
5475,D,0,,Full-time,5791.166667,107.55,2600,0.27,,3191.1666670000004
5476,D,0,,Not available,1975.0,129.91,3100,0.33,,-1125.0
5477,D,0,,Not available,5267.666667,207.21,5500,0.29,,-232.33333299999958
5478,,0,6.0,Employed,5833.333333,680.02,7500,0.34,0.0849,-1666.6666670000004
5479,,0,8.0,Full-time,3166.666667,149.57,3700,0.11,0.1,-533.333333
5480,,0,4.0,Employed,4500.0,318.05,7303,0.5,0.147,-2803.0
5481,D,0,,Full-time,3583.333333,139.15,4000,0.2,,-416.66666699999996
5482,A,0,,Full-time,2974.583333,147.54,4500,0.19,,-1525.416667
5483,,0,7.0,Employed,3591.666667,170.65,4500,0.1,0.089,-908.333333
5484,HR,0,,Full-time,2296.666667,190.85,4800,0.1,,-2503.333333
5485,B,0,,Self-employed,5166.666667,253.07,7000,0.48,,-1833.3333329999996
5486,B,0,,Full-time,4330.0,567.75,15000,0.34,,-10670.0
5487,,0,4.0,Employed,2500.0,450.0,15000,0.6,0.099,-12500.0
5488,E,0,,Full-time,9583.333333,135.71,3000,0.18,,6583.3333330000005
5489,A,0,,Full-time,6001.416667,836.94,25000,0.34,,-18998.583333
5490,HR,0,,Not available,2500.0,122.48,3000,0.11,,-500.0
5491,AA,0,,Full-time,15833.333333,483.3,15000,0.18,,833.3333330000005
5492,D,0,,Full-time,4250.0,225.95,5000,0.35,,-750.0
5493,,0,5.0,Other,2500.0,85.54,2000,0.03,0.147,500.0
5494,C,0,,Full-time,6250.0,82.86,2000,0.43,,4250.0
5495,,0,2.0,Full-time,2833.333333,86.67,2000,0.19,0.149,833.333333
5496,C,0,,Full-time,1916.6666670000002,273.59,7500,0.24,,-5583.333333
5497,,0,5.0,Employed,2398.75,86.85,2000,0.63,0.165,398.75
5498,,0,4.0,Employed,3833.333333,259.63,6000,0.12,0.147,-2166.666667
5499,,0,9.0,Employed,7583.333333,128.58,4000,0.15,0.0249,3583.3333329999996
5500,,0,2.0,Employed,3166.666667,131.81,4000,0.31,0.1375,-833.333333
5501,B,0,,Full-time,8833.333333,369.09,10000,0.28,,-1166.6666669999995
5502,HR,0,,Full-time,2407.666667,62.05,1500,0.17,,907.666667
5503,,0,4.0,Other,91.666667,173.09,4000,2.05,0.147,-3908.333333
5504,D,0,,Self-employed,4000.0,218.68,5500,0.14,,-1500.0
5505,,0,8.0,Full-time,3000.0,88.68,2500,0.15,0.0595,500.0
5506,HR,0,,Full-time,6666.666667,42.45,1000,0.1,,5666.666667
5507,AA,0,,Full-time,4000.0,842.35,25000,0.47,,-21000.0
5508,A,0,,Full-time,11666.666667,683.55,20000,0.18,,-8333.333333
5509,,0,3.0,Employed,2333.333333,173.71,4000,0.42,0.165,-1666.666667
5510,,0,6.0,Full-time,7166.666667,941.88,25000,0.39,0.07,-17833.333333
5511,,0,6.0,Employed,2600.0,414.37,11000,0.37,0.089,-8400.0
5512,,0,7.0,Other,565.5,300.62,7500,1.0,0.112,-6934.5
5513,,0,4.0,Employed,2000.0,261.29,6000,,0.147,-4000.0
5514,,0,5.0,Employed,4666.666667,201.43,5000,0.23,0.108,-333.3333329999996
5515,,0,3.0,Employed,5062.5,151.99,3500,0.39,0.165,1562.5
5516,B,0,,Retired,3291.666667,662.95,16500,0.43,,-13208.333333
5517,C,0,,Full-time,2691.166667,209.46,6000,0.08,,-3308.833333
5518,C,0,,Not available,6250.0,188.96,5300,0.21,,950.0
5519,,0,7.0,Employed,8333.333333,467.4,15000,0.06,0.1125,-6666.6666669999995
5520,,0,7.0,Self-employed,1750.0,80.85,2000,,0.1,-250.0
5521,,0,8.0,Employed,7333.333333,155.77,4500,0.17,0.0595,2833.3333329999996
5522,HR,0,,,4583.333333,127.35,3000,0.02779,,1583.3333329999996
5523,D,0,,Full-time,4214.333333,451.36,11520,0.39,,-7305.666667
5524,HR,0,,Not available,3083.333333,366.6,10001,0.12,,-6917.6666669999995
5525,,0,6.0,Employed,2600.0,398.18,10000,,0.112,-7400.0
5526,D,0,,Full-time,1200.0,97.43,2500,0.42,,-1300.0
5527,,0,5.0,Employed,6250.0,173.71,4000,0.18,0.1625,2250.0
5528,B,0,,Full-time,2166.666667,371.64,10000,0.29,,-7833.3333330000005
5529,,0,7.0,Employed,6916.666667,161.14,4000,0.16,0.108,2916.6666670000004
5530,,0,4.0,Employed,8333.333333,173.71,4000,0.26,0.1675,4333.3333330000005
5531,HR,0,,,3333.333333,98.08,2500,0.05,,833.333333
5532,,0,4.0,Self-employed,3333.333333,217.74,5000,,0.147,-1666.666667
5533,D,0,,Full-time,4416.666667,109.21,3000,0.3,,1416.6666670000004
5534,B,0,,Not employed,868.0,131.45,3800,0.15,,-2932.0
5535,D,0,,Not available,1501.166667,140.63,4000,0.14,,-2498.833333
5536,,0,2.0,Employed,3333.333333,63.68,2000,0.33,0.1325,1333.333333
5537,,0,3.0,Full-time,3750.0,135.37,4500,0.38,0.1025,-750.0
5538,,0,5.0,Employed,2166.666667,327.49,7500,0.19,0.142,-5333.3333330000005
5539,,0,6.0,Self-employed,4583.333333,237.56,5800,,0.1,-1216.6666670000004
5540,A,0,,Full-time,3083.333333,162.49,5000,0.2,,-1916.666667
5541,,0,4.0,Employed,1083.333333,108.57,2500,0.67,0.1625,-1416.666667
5542,E,0,,Not available,1833.3333329999998,38.71,1000,0.02,,833.3333329999998
5543,,0,2.0,Employed,2400.0,113.93,3500,0.31,0.1425,-1100.0
5544,B,0,,Full-time,5200.0,473.38,13000,0.34,,-7800.0
5545,C,0,,Not available,5833.333333,275.48,7700,0.16,,-1866.6666670000004
5546,D,0,,Full-time,6333.333333,135.71,3000,0.48,,3333.3333329999996
5547,B,0,,Full-time,5666.666667,248.79,6700,0.41,,-1033.3333329999996
5548,,0,4.0,Employed,5833.333333,326.62,7500,0.12,0.147,-1666.6666670000004
5549,D,0,,Not available,4666.666667,133.3,3700,0.06,,966.6666670000004
5550,,0,2.0,Employed,8250.0,357.46,9000,0.13,0.1125,-750.0
5551,B,0,,Full-time,2750.0,100.22,3000,0.37,,-250.0
5552,B,0,,Full-time,3916.666667,536.51,15000,0.56,,-11083.333333
5553,AA,0,,Full-time,3666.666667,578.75,17500,0.24,,-13833.333333
5554,,0,5.0,Full-time,6250.0,203.56,4500,0.27,0.19,1750.0
5555,,0,6.0,Employed,3225.666667,100.71,2500,0.08,0.112,725.666667
5556,,0,7.0,Other,3333.333333,146.43,5000,0.06,0.089,-1666.666667
5557,B,0,,Full-time,3583.333333,538.53,15000,0.34,,-11416.666667
5558,,0,6.0,Full-time,6458.333333,329.45,7500,0.23,0.14,-1041.6666670000004
5559,,0,5.0,Employed,10416.666667,326.62,7500,0.1,0.147,2916.6666669999995
5560,,0,10.0,Full-time,7750.0,72.56,2000,0.21,0.065,5750.0
5561,C,0,,Full-time,6333.333333,328.63,7450,0.15,,-1116.6666670000004
5562,E,0,,Not available,4583.333333,125.72,3000,0.12,,1583.3333329999996
5563,,0,3.0,Employed,3750.0,319.09,8000,0.22,0.1175,-4250.0
5564,HR,0,,Not available,3875.0,79.52,2000,0.03,,1875.0
5565,HR,0,,Full-time,1488.0,193.55,5000,0.13,,-3512.0
5566,C,0,,Full-time,5117.083333,270.02,7500,0.18,,-2382.9166670000004
5567,,0,6.0,Employed,4166.666667,164.38,4000,0.34,0.108,166.66666700000042
5568,B,0,,Full-time,4250.0,683.55,20000,0.63,,-15750.0
5569,,0,5.0,Employed,1666.666667,174.2,4000,0.22,0.147,-2333.333333
5570,B,0,,Self-employed,5083.333333,546.06,15000,0.27,,-9916.666667000001
5571,HR,0,,Not available,2166.666667,35.65,1000,0.21,,1166.666667
5572,,0,3.0,Employed,5416.666667,173.71,4000,0.22,0.1725,1416.6666670000004
5573,D,0,,Full-time,5745.833333,142.76,3500,0.1,,2245.8333329999996
5574,,0,5.0,Full-time,4750.0,67.85,1500,0.01,0.183,3250.0
5575,,0,5.0,Full-time,9166.666667,172.56,4000,0.18,0.183,5166.6666669999995
5576,E,0,,Full-time,3234.833333,124.78,3500,0.3,,-265.16666699999996
5577,D,0,,Full-time,2685.0,75.35,2000,0.08,,685.0
5578,C,0,,Full-time,2925.0,272.46,7500,0.21,,-4575.0
5579,C,0,,Full-time,3225.0,271.14,7500,0.08,,-4275.0
5580,HR,0,,Full-time,1760.0,46.1,1100,0.56,,660.0
5581,,0,5.0,Employed,1010.5,326.62,7500,0.32,0.147,-6489.5
5582,AA,0,,Full-time,10416.666667,828.92,24000,0.26,,-13583.333333
5583,HR,0,,Not available,1666.666667,58.45,1500,0.04,,166.66666699999996
5584,D,0,,Full-time,2916.666667,596.4,15000,0.4,,-12083.333333
5585,B,0,,Full-time,5300.0,589.31,17000,0.25,,-11700.0
5586,,0,5.0,Employed,1587.083333,437.3,11000,0.64,0.119,-9412.916667
5587,A,0,,Full-time,8000.0,339.35,10000,0.25,,-2000.0
5588,E,0,,Full-time,6166.666667,130.25,3000,0.1,,3166.6666670000004
5589,C,0,,Full-time,3812.5,51.99,1500,0.15,,2312.5
5590,C,0,,Full-time,7091.666667,107.24,3000,0.02,,4091.6666670000004
5591,C,0,,Part-time,536.25,97.47,2800,0.2,,-2263.75
5592,,0,4.0,Other,985.0,130.65,3000,0.16,0.147,-2015.0
5593,A,0,,Full-time,3833.333333,498.93,15000,0.24,,-11166.666667
5594,HR,0,,Not available,783.333333,47.7,1500,0.23,,-716.666667
5595,,0,3.0,Employed,5833.333333,601.65,15000,0.2,0.1175,-9166.666667000001
5596,,0,8.0,Employed,2583.333333,126.67,3000,0.08,0.147,-416.66666699999996
5597,,0,8.0,Employed,6666.666667,137.66,4000,0.18,0.0565,2666.6666670000004
5598,,0,6.0,Employed,3750.0,387.79,9500,0.13,0.112,-5750.0
5599,E,0,,Not available,5158.5,141.02,3500,0.18,,1658.5
5600,HR,0,,Retired,833.333333,45.24,1000,0.12,,-166.66666699999996
5601,,0,4.0,Employed,3666.666667,173.71,4000,,0.165,-333.33333300000004
5602,,0,2.0,Self-employed,2500.0,547.87,15000,,0.065,-12500.0
5603,,0,6.0,Employed,2000.0,341.29,8500,,0.105,-6500.0
5604,,0,3.0,Employed,5416.666667,84.89,2000,0.23,0.149,3416.6666670000004
5605,B,0,,Full-time,2860.0,593.96,15500,0.49,,-12640.0
5606,,0,2.0,Employed,3500.0,128.65,4000,0.49,0.1375,-500.0
5607,A,0,,Not available,13516.666667,838.14,25000,0.12,,-11483.333333
5608,C,0,,Self-employed,4583.333333,565.13,15000,0.16,,-10416.666667000001
5609,AA,0,,Not available,7083.333333,156.22,5000,0.09,,2083.3333329999996
5610,HR,0,,Full-time,4750.0,137.49,3600,0.13,,1150.0
5611,D,0,,Not employed,560.0,123.87,3200,0.3,,-2640.0
5612,C,0,,Full-time,7166.666667,198.8,5000,0.26,,2166.6666670000004
5613,,0,8.0,Employed,2375.0,202.72,7000,0.18,0.0799,-4625.0
5614,,0,2.0,Self-employed,11633.333333,173.71,4000,,0.165,7633.3333330000005
5615,,0,6.0,Employed,8333.333333,400.35,10000,0.13,0.119,-1666.6666669999995
5616,,0,6.0,Employed,4000.0,230.75,9000,0.37,0.042,-5000.0
5617,D,0,,Full-time,2666.666667,84.83,2100,0.18,,566.666667
5618,HR,0,,Full-time,2166.666667,67.85,1500,0.3,,666.666667
5619,,0,8.0,Employed,2666.666667,88.68,2500,0.04,0.0595,166.66666699999996
5620,,0,3.0,Employed,3750.0,173.71,4000,0.05,0.1675,-250.0
5621,D,0,,Self-employed,8312.666667,1034.09,25000,0.17,,-16687.333333000002
5622,C,0,,,4583.333333,175.79,5000,0.08286,,-416.6666670000004
5623,D,0,,Part-time,833.333333,38.19,1000,0.19,,-166.66666699999996
5624,,0,9.0,Full-time,4333.333333,36.66,1000,0.2,0.065,3333.3333329999996
5625,,0,6.0,Employed,6500.0,190.93,5000,0.18,0.098,1500.0
5626,,0,8.0,Employed,7291.666667,364.08,13500,0.18,0.0565,-6208.333333
5627,A,0,,Self-employed,7500.0,587.31,15000,,,-7500.0
5628,,0,6.0,Employed,2083.333333,102.74,3000,0.07,0.147,-916.666667
5629,,0,9.0,Full-time,5116.666667,296.36,9000,0.19,0.021,-3883.3333329999996
5630,,0,6.0,Employed,1500.0,473.39,15000,0.52,0.119,-13500.0
5631,A,0,,Full-time,5666.666667,393.43,12000,0.17,,-6333.333333
5632,C,0,,,9583.333333,294.66,8500,0.03,,1083.3333330000005
5633,,0,6.0,Employed,5166.666667,302.14,7500,0.19,0.108,-2333.3333329999996
5634,B,0,,Self-employed,9166.666667,929.09,25000,0.24,,-15833.333333
5635,AA,0,,Full-time,7913.75,445.13,14000,0.15,,-6086.25
5636,,0,7.0,Full-time,5166.666667,282.03,11000,0.16,0.052,-5833.333333
5637,,0,4.0,Employed,3333.333333,330.0,11000,0.19,0.099,-7666.6666669999995
5638,HR,0,,Full-time,3250.0,74.33,2000,0.26,,1250.0
5639,B,0,,Full-time,8604.0,371.64,10000,0.49,,-1396.0
5640,HR,0,,Full-time,2833.333333,245.56,6000,0.09,,-3166.666667
5641,,0,6.0,Retired,2000.0,134.27,3000,,0.14,-1000.0
5642,,0,3.0,Self-employed,1166.666667,86.85,2000,,0.1625,-833.333333
5643,C,0,,Not available,4000.0,154.24,4500,0.23,,-500.0
5644,E,0,,Retired,2500.0,125.76,3001,0.07,,-501.0
5645,HR,0,,Not available,2333.333333,114.57,3000,0.07,,-666.666667
5646,AA,0,,Full-time,7708.333333,836.55,23500,0.18,,-15791.666667000001
5647,E,0,,,4166.666667,85.77,2300,0.02,,1866.6666670000004
5648,D,0,,Part-time,1869.0,134.16,3600,0.11,,-1731.0
5649,,0,6.0,Self-employed,4500.0,276.01,6851,,0.108,-2351.0
5650,,0,2.0,Employed,5166.666667,115.93,3000,0.22,0.099,2166.6666670000004
5651,,0,6.0,Full-time,3466.666667,45.24,1000,0.32,0.147,2466.666667
5652,,0,5.0,Employed,3333.333333,307.57,10000,0.33,0.105,-6666.6666669999995
5653,HR,0,,Not available,845.0,37.16,1000,0.47,,-155.0
5654,E,0,,Full-time,3996.0,83.81,2000,0.31,,1996.0
5655,HR,0,,Full-time,3750.0,171.39,4090,0.21,,-340.0
5656,,0,5.0,Employed,10750.0,322.47,7500,0.2,0.13,3250.0
5657,B,0,,Full-time,10193.416667,352.9,10000,0.14,,193.4166669999995
5658,,0,2.0,Self-employed,6666.666667,126.04,4000,,0.1275,2666.6666670000004
5659,C,0,,Full-time,2750.0,167.51,5000,0.07,,-2250.0
5660,,0,7.0,Employed,2500.0,301.36,8000,0.34,0.0849,-5500.0
5661,,0,9.0,Full-time,4416.666667,185.56,5000,0.15,0.065,-583.3333329999996
5662,,0,5.0,Employed,1820.0,60.0,2000,0.34,0.099,-180.0
5663,,0,1.0,Employed,2326.833333,127.45,3000,0.65,0.1475,-673.166667
5664,,0,9.0,Full-time,3500.0,59.46,1600,0.03,0.065,1900.0
5665,,0,7.0,Employed,6666.666667,561.21,15000,0.22,0.089,-8333.333332999999
5666,D,0,,Full-time,2496.5,141.95,3500,0.11,,-1003.5
5667,,0,9.0,Employed,7500.0,853.23,25000,0.13,0.038,-17500.0
5668,,0,10.0,Employed,4333.333333,170.65,5000,0.07,0.038,-666.6666670000004
5669,D,0,,Full-time,6000.0,421.51,10000,0.19,,-4000.0
5670,B,0,,Full-time,3553.333333,208.43,6000,0.08,,-2446.666667
5671,E,0,,Full-time,2400.0,102.78,2551,0.21,,-151.0
5672,,0,1.0,Employed,6416.666667,317.74,8000,0.62,0.1125,-1583.3333329999996
5673,,0,5.0,Full-time,1750.0,67.85,1500,0.37,0.18,250.0
5674,D,0,,Not available,4833.333333,234.99,6500,0.24,,-1666.6666670000004
5675,E,0,,Full-time,5083.333333,219.44,5000,0.26,,83.33333299999958
5676,A,0,,Self-employed,5416.666667,479.49,13000,,,-7583.333333
5677,,0,9.0,Employed,3750.0,210.89,6211,0.14,0.038,-2461.0
5678,,0,4.0,Employed,9583.333333,172.56,4000,0.17,0.183,5583.3333330000005
5679,,0,6.0,Full-time,1250.0,223.78,5000,,0.14,-3750.0
5680,,0,7.0,Employed,3750.0,302.14,7500,0.1,0.108,-3750.0
5681,,0,4.0,Employed,2068.5,322.47,7500,0.56,0.13,-5431.5
5682,,0,5.0,Employed,1166.666667,169.94,4000,0.21,0.1475,-2833.333333
5683,,0,8.0,Employed,8500.0,403.48,12802,0.18,0.0174,-4302.0
5684,,0,5.0,Full-time,1600.0,157.83,3500,0.79,0.19,-1900.0
5685,B,0,,Full-time,4583.333333,169.68,5000,0.23,,-416.6666670000004
5686,,0,4.0,Employed,4000.0,90.47,2000,0.16,0.183,2000.0
5687,,0,9.0,Full-time,4666.666667,237.37,10000,0.17,0.038,-5333.333333
5688,,0,8.0,Employed,4583.333333,144.59,4000,0.22,0.0595,583.3333329999996
5689,,0,3.0,Employed,3466.666667,169.13,4000,0.22,0.1475,-533.333333
5690,,0,8.0,Employed,12500.0,519.25,15000,0.1,0.0595,-2500.0
5691,,0,7.0,Employed,5416.666667,355.16,13989,0.26,0.0595,-8572.333332999999
5692,AA,0,,Not available,16666.666666999998,854.44,25000,0.21,,-8333.333333000002
5693,D,0,,,5058.333333,59.44,1500,0.11,,3558.3333329999996
5694,,0,2.0,Employed,2723.916667,173.71,4000,0.24,0.165,-1276.083333
5695,,0,5.0,Employed,5000.0,173.71,4000,0.21,0.1625,1000.0
5696,,0,8.0,Full-time,16666.666666999998,389.97,10000,0.09,0.08,6666.666666999998
5697,D,0,,Not available,7500.0,148.47,3995,0.33,,3505.0
5698,HR,0,,Full-time,175.0,38.19,1000,0.22,,-825.0
5699,C,0,,Not available,1250.0,106.66,3000,0.1,,-1750.0
5700,,0,6.0,Employed,3333.333333,280.58,7000,0.15,0.112,-3666.666667
5701,,0,7.0,Employed,3400.0,142.31,3500,0.06,0.108,-100.0
5702,C,0,,Full-time,2791.666667,135.71,3000,0.08,,-208.33333300000004
5703,C,0,,Retired,2557.0,272.46,7500,0.2,,-4943.0
5704,,0,8.0,Employed,3416.666667,384.58,15000,0.28,0.0565,-11583.333333
