,CreditGrade,LoanStatus,ProsperScore,EmploymentStatus,StatedMonthlyIncome,MonthlyLoanPayment,LoanOriginalAmount,DebtToIncomeRatio,EstimatedLoss
16579,,Chargedoff,8.0,Employed,2916.666667,853.23,25000,,0.038
16582,D,Completed,,Full-time,4583.333333,543.74,15200,0.23,
16584,,Completed,4.0,Full-time,2875.0,231.85,6000,,0.099
16585,,Chargedoff,5.0,Employed,2083.333333,136.98,4000,0.32,0.1475
16589,,Completed,4.0,Employed,2333.333333,108.19,4000,0.32,0.0749
16590,,Completed,4.0,Employed,4666.666667,193.21,5000,0.07,0.099
16592,,Completed,9.0,Employed,5416.666667,127.01,4000,0.17,0.035
16593,,Completed,5.0,Self-employed,2390.666667,316.34,7500,,0.108
16596,,Completed,7.0,Employed,5195.166667,171.23,5000,0.21,0.0449
16597,,Completed,9.0,Employed,7291.666667,470.67,15000,0.2,0.0199
16598,B,Chargedoff,,Self-employed,2708.333333,427.22,12500,0.63,
16600,,Completed,7.0,Full-time,2000.0,105.47,3000,0.34,0.1
16603,B,Completed,,Not available,2500.0,340.93,10000,0.67,
16604,HR,Chargedoff,,Full-time,2583.333333,83.81,2000,0.2,
16609,B,Completed,,Full-time,4583.333333,339.59,10000,0.21,
16610,,Completed,7.0,Self-employed,6250.0,121.27,3000,,0.1
16613,AA,Completed,,,0.083333,95.05,3000,0.09601,
16614,C,Completed,,Full-time,1728.0,65.9,2000,0.06,
16617,E,Completed,,Full-time,3033.333333,93.51,2551,0.3,
16618,,Completed,9.0,Employed,6666.666667,273.03,8000,0.1,0.038
16619,C,Completed,,Full-time,2500.0,187.44,5500,0.09,
16622,B,Completed,,Not employed,0.0,36.15,1000,,
16626,,Chargedoff,6.0,Employed,5416.666667,605.17,25000,0.24,0.0499
16634,B,Chargedoff,,Full-time,2500.0,660.72,18000,0.36,
16638,,Chargedoff,2.0,Employed,6666.666667,86.85,2000,0.22,0.165
16639,E,Completed,,Full-time,6933.333333,62.58,2500,0.05,
16641,,Completed,9.0,Full-time,4375.0,70.66,2000,0.14,0.065
16642,AA,Completed,,Full-time,7942.833333,351.18,12000,0.06,
16644,HR,Completed,,Not available,5315.0,124.9,3000,0.24,
16645,HR,Chargedoff,,Full-time,1932.0,125.72,3000,0.34,
16646,B,Completed,,Full-time,4416.666667,293.48,10000,0.23,
16648,,Chargedoff,5.0,Employed,12000.0,195.97,4500,0.22,0.147
16651,,Chargedoff,7.0,Full-time,1416.666667,161.91,4000,0.34,0.1
16652,C,Completed,,Not available,7515.166667,486.92,15000,0.21,
16653,,Completed,9.0,Full-time,8333.333333,63.79,2000,0.16,0.021
16655,C,Completed,,Full-time,6458.333333,97.61,2700,0.37,
16658,E,Chargedoff,,,2000.0,108.08,3000,0.11704,
16661,,Completed,7.0,Employed,7916.666667,210.21,5000,0.17,0.108
16662,,Completed,4.0,Employed,31250.0,173.71,4000,0.15,0.165
16663,AA,Completed,,Full-time,11083.333333,806.68,25000,0.16,
16665,,Completed,8.0,Employed,6416.666667,173.3,5000,0.15,0.0595
16668,,Completed,8.0,Full-time,5928.25,187.61,5000,0.59,0.08
16670,,Completed,8.0,Employed,4916.666667,224.69,7000,0.19,0.02
16672,,Completed,7.0,Employed,3750.0,265.33,6500,0.19,0.112
16674,,Chargedoff,5.0,Employed,4333.333333,246.44,5659,0.16,0.147
16675,AA,Chargedoff,,Retired,1333.333333,151.08,4565,1.02,
16676,,Completed,8.0,Employed,3916.666667,110.13,3200,0.19,0.0595
16679,D,Chargedoff,,Full-time,1250.0,36.1,1000,0.23,
16681,AA,Completed,,Full-time,4833.333333,645.25,20000,0.29,
16684,B,Completed,,Full-time,10083.333333,92.33,2800,0.1,
16687,HR,Completed,,Full-time,2000.0,90.47,2000,0.24,
16689,E,Chargedoff,,Full-time,2252.916667,105.38,3000,0.3,
16696,A,Completed,,Full-time,6000.0,49.11,1500,0.11,
16699,C,Completed,,Full-time,3083.333333,53.85,1500,0.18,
16700,HR,Completed,,Full-time,5166.666667,134.46,3100,0.16,
16701,C,Chargedoff,,Full-time,0.0,124.09,3000,,
16702,HR,Chargedoff,,Full-time,1170.0,74.99,1700,0.06,
16703,C,Completed,,Full-time,3583.333333,226.18,5000,0.19,
16706,AA,Completed,,Full-time,2041.6666670000002,188.71,6000,0.38,
16707,AA,Completed,,Self-employed,5666.666667,818.47,25000,0.29,
16708,E,Completed,,Not available,3000.0,80.58,2000,0.07,
16709,A,Completed,,Not available,4583.333333,47.7,1500,0.22,
16715,D,Chargedoff,,Full-time,2200.0,111.53,3001,0.15,
16717,,Completed,9.0,Full-time,3333.333333,81.08,2500,0.31,0.021
16720,,Completed,3.0,Employed,5364.0,163.56,4000,0.12,0.1275
16721,A,Completed,,Self-employed,0.0,31.94,1000,,
16722,C,Chargedoff,,Full-time,9326.166667,209.46,6000,0.24,
16725,,Chargedoff,4.0,Employed,5583.333333,326.62,7500,0.21,0.147
16726,,Completed,3.0,Employed,6666.666667,151.99,3500,0.29,0.1675
16727,,Chargedoff,9.0,Employed,5416.666667,276.93,8000,0.2,0.0595
16728,C,Completed,,Full-time,6333.333333,87.89,2500,0.14,
16735,A,Chargedoff,,Not available,7011.333333,863.58,25000,0.31,
16736,A,Completed,,Self-employed,2666.666667,139.74,4000,0.44,
16738,,Chargedoff,2.0,Employed,2500.0,166.73,4000,0.1,0.1375
16740,C,Completed,,Full-time,4291.666667,169.68,5000,0.2,
16741,AA,Chargedoff,,Full-time,30833.333333,439.87,12000,0.58,
16743,E,Completed,,Full-time,3000.0,0.0,1500,0.04,
16744,,Chargedoff,4.0,Employed,7083.333333,172.6,4000,0.12,0.165
16746,,Completed,7.0,Employed,5833.333333,171.83,4500,0.17,0.098
16749,,Completed,2.0,Employed,4583.333333,169.51,4500,0.2,0.0849
16751,C,Chargedoff,,Not available,6916.666667,309.26,8000,0.04,
16753,,Completed,6.0,Employed,2000.0,171.08,4000,0.16,0.147
16756,,Completed,8.0,Employed,4583.333333,162.02,5000,0.24,0.026
16757,AA,Chargedoff,,Self-employed,0.0,994.0,25000,,
16760,E,Chargedoff,,Full-time,3729.916667,124.09,3000,0.19,
16761,,Completed,3.0,Employed,5333.333333,134.17,4500,0.19,0.1075
16762,B,Completed,,Self-employed,3333.333333,106.71,3100,0.04,
16765,B,Completed,,Not available,2375.0,158.56,4950,0.1,
16769,E,Chargedoff,,Not available,5250.0,161.16,4000,0.18,
16770,,Completed,5.0,Full-time,3750.0,128.19,5000,0.39,0.052
16771,E,Completed,,Full-time,0.0,45.24,1000,,
16777,,Chargedoff,1.0,Self-employed,5031.916667,598.3,15000,,0.1175
16781,,Completed,9.0,Full-time,12500.0,492.5,15000,0.17,0.021
16782,C,Completed,,Part-time,3666.666667,243.56,7499,0.12,
16784,,Chargedoff,3.0,Not employed,0.0,173.71,4000,,0.165
16786,A,Completed,,Full-time,6250.0,656.56,19500,0.32,
16788,,Chargedoff,6.0,Employed,4333.333333,151.99,3500,0.08,0.1625
16789,,Completed,3.0,Other,1077.416667,178.25,2000,0.4,0.061
16795,,Completed,5.0,Employed,1430.0,269.21,6000,0.23,0.142
16796,B,Completed,,Not available,4333.333333,335.74,10000,0.26,
16797,B,Completed,,Self-employed,5666.666667,405.8,9875,,
16798,,Chargedoff,9.0,Employed,6000.0,378.2,12000,0.29,0.0174
16800,,Completed,7.0,Employed,3750.0,201.43,5000,0.06,0.112
16802,B,Completed,,Full-time,4500.0,239.23,7100,0.15,
16803,A,Completed,,Full-time,2200.0,111.3,3500,0.2,
16804,,Completed,9.0,Full-time,7500.0,159.46,5000,0.28,0.021
16805,C,Completed,,Self-employed,10250.0,226.04,7000,0.12,
16810,,Chargedoff,6.0,Employed,3083.333333,149.65,4000,0.05,0.089
16812,A,Completed,,Full-time,3333.333333,161.34,5000,0.1,
16813,,Completed,9.0,Full-time,4333.333333,340.56,10000,0.38,0.015
16818,,Completed,5.0,Employed,12125.0,215.37,4800,0.25,0.142
16822,AA,Completed,,Full-time,2166.666667,186.64,6000,0.36,
16824,,Completed,8.0,Employed,4000.0,354.1,15000,0.15,0.02
16825,,Completed,5.0,Employed,3958.333333,115.93,3000,0.27,0.099
16827,HR,Completed,,Not available,0.083333,314.29,7500,10.01,
16829,,Chargedoff,3.0,Employed,2916.666667,172.6,4000,0.52,0.165
16831,B,Completed,,Full-time,3350.416667,291.0,8575,0.38,
16834,B,Completed,,Self-employed,8433.333333,270.71,8000,0.04,
16841,,Completed,5.0,Self-employed,5000.0,326.62,7500,,0.147
16847,,Completed,6.0,Full-time,2583.333333,181.91,4500,0.39,0.1
16850,,Completed,10.0,Employed,4166.666667,256.39,8200,0.22,0.013
16854,C,Chargedoff,,Full-time,3333.333333,207.55,6000,0.09,
16855,,Completed,3.0,Employed,3363.25,169.78,4000,0.48,0.1525
16856,C,Completed,,Full-time,7250.75,431.56,11000,0.29,
16857,,Completed,8.0,Not employed,0.0,86.42,2500,,0.05
16858,C,Completed,,Self-employed,0.0,134.57,3500,,
16862,,Completed,9.0,Full-time,3666.666667,34.18,1000,0.01,0.065
16863,,Completed,9.0,Employed,5000.0,245.5,7500,0.12,0.0495
16866,,Completed,8.0,Employed,3000.0,258.12,7500,0.21,0.0595
16868,,Chargedoff,4.0,Other,3916.666667,173.71,4000,0.15,0.1675
16869,D,Chargedoff,,Self-employed,4583.333333,226.05,6000,0.15,
16870,,Completed,7.0,Employed,5833.333333,84.36,2000,0.11,0.108
16872,D,Completed,,Part-time,3500.0,37.11,1025,0.08,
16873,B,Completed,,Full-time,3903.083333,47.7,1500,0.16,
16877,B,Completed,,Not employed,0.0,179.79,5000,,
16878,,Completed,6.0,Employed,8083.333333,124.27,3200,0.22,0.1025
16881,,Completed,9.0,Full-time,6720.0,130.16,3500,0.26,0.065
16882,C,Completed,,Full-time,5416.75,398.65,11500,0.24,
16891,,Chargedoff,8.0,Employed,3916.666667,581.19,25000,0.3,0.038
16892,,Chargedoff,5.0,Full-time,5416.666667,176.85,2000,0.16,0.0474
16895,B,Completed,,Not available,5000.0,102.28,3001,0.14,
16896,D,Completed,,Full-time,4166.666667,41.73,1300,0.01,
16898,AA,Completed,,Full-time,12500.0,156.68,5000,0.02,
16902,,Completed,5.0,Employed,5000.0,336.52,7500,0.47,0.142
16906,HR,Completed,,Full-time,3916.666667,125.72,3000,0.19,
16907,B,Completed,,Full-time,5000.0,444.12,12000,0.44,
16909,HR,Chargedoff,,Full-time,2083.333333,45.24,1000,0.03,
16910,,Completed,5.0,Employed,2500.0,87.1,2000,0.31,0.147
16911,C,Completed,,Full-time,8000.0,205.1,6001,0.23,
16914,C,Chargedoff,,Full-time,7666.666667,273.97,7500,0.31,
16915,HR,Chargedoff,,,3750.0,70.07,2000,0.22,
16916,D,Completed,,Not available,3583.333333,233.62,7500,0.17,
16920,AA,Completed,,Not available,8166.666667,208.53,6500,0.03,
16921,AA,Completed,,Full-time,3916.666667,355.66,11000,0.11,
16925,E,Chargedoff,,Full-time,4720.0,114.6,2700,0.31,
16926,HR,Chargedoff,,,3812.25,125.35,3001,0.04,
16928,B,Completed,,Full-time,6666.666667,65.93,2500,0.1,
16929,C,Completed,,Full-time,7833.333333,32.12,1000,0.04,
16930,AA,Completed,,Full-time,4583.333333,30.65,1000,0.04,
16936,,Chargedoff,3.0,Employed,3333.333333,173.71,4000,0.33,0.165
16938,,Completed,7.0,Full-time,6000.0,109.66,2600,0.12,0.108
16941,,Completed,8.0,Employed,2057.5,108.44,3000,0.11,0.0595
16944,E,Chargedoff,,Full-time,3309.583333,124.01,3000,0.22,
16945,,Completed,6.0,Employed,3466.666667,302.14,7500,0.18,0.112
16947,B,Chargedoff,,Full-time,13750.0,230.93,6500,0.09,
16952,,Completed,8.0,Employed,5833.333333,106.42,3000,0.09,0.0595
16954,D,Completed,,Not available,3466.833333,189.01,5000,0.36,
16955,C,Completed,,,4250.0,98.22,3000,0.0337,
16957,,Chargedoff,1.0,Full-time,4916.666667,172.56,4000,0.49,0.17
16959,HR,Completed,,Full-time,2625.0,45.24,1000,0.31,
16960,B,Chargedoff,,Part-time,0.0,136.71,4000,,
16965,A,Completed,,Retired,4668.0,156.91,5000,0.32,
16966,AA,Completed,,Full-time,5286.25,188.05,6001,0.06,
16967,,Completed,6.0,Full-time,3500.0,183.25,5000,0.13,0.061
16968,C,Completed,,Full-time,4200.916667,69.64,2100,0.03,
16969,HR,Completed,,,3166.666667,122.52,3001,0.04501,
16970,,Completed,8.0,Full-time,6916.666667,210.96,6500,0.18,0.021
16973,,Completed,6.0,Employed,2416.666667,302.14,7500,0.28,0.108
16978,C,Completed,,,6500.0,257.22,7500,0.22,
16979,,Completed,1.0,Employed,5416.666667,107.82,2500,,0.149
16981,B,Completed,,Full-time,2083.333333,113.76,3500,0.35,
16983,,Chargedoff,4.0,Employed,5000.0,86.85,2000,0.22,0.165
16990,,Completed,8.0,Employed,6166.666667,158.98,5000,0.22,0.02
16996,E,Completed,,Not available,2488.0,76.9,2000,0.15,
17001,,Chargedoff,3.0,Full-time,6583.333333,300.97,7000,0.64,0.13
17002,C,Completed,,Full-time,1540.0,45.37,1250,0.54,
17004,B,Chargedoff,,Not available,2629.0,185.82,5000,0.07,
17006,D,Completed,,Full-time,4409.333333,189.53,5000,0.28,
17007,,Chargedoff,10.0,Full-time,7500.0,63.09,1700,0.17,0.065
17008,,Completed,5.0,Employed,4000.0,1382.13,15000,0.6,0.118
17010,AA,Completed,,Self-employed,4000.0,127.48,4000,,
17013,,Completed,5.0,Employed,552.666667,120.86,3000,0.41,0.112
17018,AA,Completed,,Not available,1795.8333329999998,129.44,4000,0.2,
17020,AA,Completed,,,6000.0,279.96,9000,0.12833,
17021,,Chargedoff,1.0,Employed,4750.0,172.56,4000,0.34,0.17
17024,B,Completed,,Full-time,2916.666667,69.44,2000,0.06,
17025,AA,Completed,,Full-time,3750.0,425.23,13000,0.31,
17028,,Completed,6.0,Employed,5416.666667,318.04,8000,0.3,0.119
17029,,Completed,8.0,Full-time,7500.0,656.67,20000,0.26,0.021
17031,,Completed,8.0,Employed,5833.333333,380.09,15000,0.23,0.0595
17034,HR,Completed,,Full-time,3813.333333,36.15,1000,0.18,
17041,,Completed,6.0,Full-time,5416.666667,297.31,8000,0.28,0.087
17044,,Chargedoff,6.0,Employed,2083.333333,379.22,10000,0.31,0.089
17048,D,Completed,,Full-time,7287.083333,264.38,7499,0.12,
17049,,Completed,7.0,Employed,8166.666667,149.65,4000,0.25,0.089
17051,,Completed,3.0,Employed,4500.0,108.57,2500,0.35,0.1625
17052,HR,Completed,,Full-time,7500.0,44.11,1000,0.21,
17058,,Chargedoff,4.0,Employed,6500.0,151.99,3500,0.13,0.165
17060,,Completed,9.0,Full-time,3916.666667,0.0,4000,0.11,0.065
17069,,Completed,5.0,Employed,12032.166667,326.62,7500,0.18,0.147
17070,,Completed,4.0,Full-time,5416.666667,128.99,3000,0.36,0.13
17071,AA,Completed,,Full-time,2500.0,96.1,3000,0.27,
17075,,Completed,7.0,Employed,4025.0,105.6,3000,0.05,0.052
17077,,Chargedoff,2.0,Employed,10833.333333,578.46,15000,0.28,0.0975
17080,B,Chargedoff,,Self-employed,2500.0,303.05,8500,0.22,
17082,C,Chargedoff,,Full-time,7916.666667,795.2,20000,0.29,
17083,,Completed,,Part-time,1083.333333,31.34,1000,,
17084,E,Chargedoff,,Not available,2850.0,167.08,4000,0.06,
17086,,Completed,6.0,Full-time,3526.666667,121.27,3000,0.38,0.1
17088,D,Completed,,Full-time,4833.333333,380.61,10000,0.26,
17091,,Completed,5.0,Employed,3666.666667,99.68,2500,,0.142
17092,B,Completed,,Full-time,7500.0,205.65,6000,0.13,
17094,,Completed,6.0,Employed,4000.0,381.85,10000,,0.098
17095,AA,Completed,,Full-time,19166.666666999998,878.31,25000,0.1,
17098,,Completed,9.0,Full-time,3510.0,55.55,1500,0.33,0.065
17099,E,Chargedoff,,,5083.333333,103.03,2600,0.1,
17106,,Completed,6.0,Employed,11666.666667,568.83,15000,0.3,0.089
17107,,Chargedoff,4.0,Employed,1000.0,174.2,4000,0.17,0.147
17109,,Completed,6.0,Not employed,0.0,179.89,2000,,0.088
17115,C,Completed,,Full-time,1250.0,116.02,3300,0.35,
17116,C,Completed,,Full-time,17500.0,312.06,8800,0.04,
17117,B,Completed,,Full-time,0.083333,164.12,5000,10.01,
17121,,Completed,2.0,Other,2083.333333,163.56,4000,0.32,0.1275
17123,HR,Completed,,Full-time,2500.0,207.99,6000,0.31,
17126,,Completed,9.0,Employed,2872.083333,119.59,3800,0.19,0.0325
17129,,Completed,9.0,Full-time,5000.0,0.0,4500,0.14,0.0325
17132,,Completed,8.0,Employed,9583.333333,128.58,4000,0.09,0.0249
17143,D,Chargedoff,,Full-time,2208.333333,61.24,1500,0.13,
17146,A,Completed,,Full-time,2333.333333,135.74,4000,0.14,
17150,,Completed,9.0,Employed,5666.666667,396.23,12000,0.17,0.0324
17151,AA,Chargedoff,,Self-employed,2916.666667,390.6,12000,,
17156,,Completed,8.0,Employed,14083.333333,356.77,15000,0.22,0.0495
17159,,Completed,4.0,Employed,6666.666667,721.38,25000,0.29,0.0874
17161,D,Completed,,Full-time,2750.0,0.15,3000,0.19,
17162,B,Chargedoff,,Full-time,3500.0,81.91,2500,0.32,
17163,,Completed,7.0,Full-time,2500.0,308.2,7500,0.61,0.108
17164,B,Completed,,Not available,1800.0,74.13,2200,0.22,
17167,C,Completed,,Full-time,4250.0,51.97,1600,0.26,
17169,,Completed,3.0,Employed,2500.0,160.08,4000,0.34,0.1225
17171,,Completed,5.0,Full-time,5416.666667,209.07,7000,0.31,0.19
17174,,Completed,4.0,Full-time,1500.0,180.94,4000,0.15,0.18
17180,,Chargedoff,5.0,Employed,4166.666667,108.87,2500,0.09,0.147
17181,C,Completed,,Full-time,6000.0,123.05,3500,0.2,
17182,,Completed,5.0,Employed,4583.333333,575.2,6000,0.5,0.147
17185,,Completed,9.0,Retired,3750.0,67.85,1500,0.19,0.147
17187,AA,Completed,,Not available,2858.583333,854.44,25000,0.33,
17189,,Completed,,Full-time,5100.0,131.77,3500,0.31,
17192,,Completed,5.0,Self-employed,4166.666667,398.18,10000,,0.112
17193,A,Completed,,,5166.666667,161.34,5000,0.05794,
17203,C,Chargedoff,,Not available,2916.666667,102.97,3000,0.06,
17205,C,Completed,,Not available,3500.0,323.12,9000,0.32,
17206,HR,Chargedoff,,Not available,158.5,50.29,1200,4.71,
17207,,Completed,4.0,Full-time,3229.5,67.85,1500,0.16,0.18
17209,,Completed,5.0,Full-time,3750.0,67.85,1500,0.05,0.18
17210,,Completed,10.0,Employed,6666.666667,250.65,8000,0.13,0.01
17211,B,Completed,,Full-time,3000.0,31.34,1000,0.16,
17212,A,Chargedoff,,Full-time,4000.0,534.79,15000,0.26,
17214,,Chargedoff,7.0,Employed,5000.0,455.06,12000,0.22,0.089
17217,A,Completed,,Full-time,9166.666667,95.89,3000,0.1,
17218,D,Completed,,Full-time,4333.333333,91.97,2500,0.09,
17220,,Completed,9.0,Employed,6375.0,516.2,16000,0.18,0.038
17222,E,Chargedoff,,Not available,12500.0,353.1,9000,0.43,
17224,,Completed,2.0,Employed,2500.0,45.24,1000,,0.24
17225,,Chargedoff,5.0,Employed,1583.333333,138.05,4000,0.28,0.042
17229,,Completed,7.0,Full-time,5000.0,0.0,2500,0.18,0.1
17231,C,Chargedoff,,Full-time,2400.0,123.52,3500,0.06,
17232,,Completed,3.0,Self-employed,2916.666667,119.86,3500,,0.149
17236,,Completed,6.0,Full-time,4797.333333,204.46,8000,0.33,0.042
17242,C,Completed,,Full-time,4833.333333,10.69,5000,0.23,
17243,,Completed,6.0,Employed,3583.333333,561.21,15000,0.62,0.089
17244,,Completed,10.0,Employed,7083.333333,368.06,12000,0.18,0.0155
17245,,Completed,6.0,Full-time,6166.666667,223.78,5000,0.23,0.14
17248,,Completed,8.0,Retired,4250.0,81.85,2500,0.22,0.021
17249,C,Completed,,Full-time,4333.333333,48.78,2000,0.24,
17250,,Chargedoff,4.0,Full-time,5333.333333,137.85,3610,0.09,0.1
17254,B,Completed,,Full-time,3333.333333,273.63,8000,0.25,
17255,,Completed,7.0,Employed,8166.666667,181.11,2000,0.18,0.0799
17257,A,Completed,,Full-time,3083.333333,125.53,4000,0.22,
17258,,Completed,8.0,Employed,1500.0,178.63,2000,0.17,0.0595
17263,,Chargedoff,4.0,Self-employed,83.333333,278.23,6389,,0.147
17265,D,Completed,,Full-time,5000.0,51.38,1500,0.03,
17267,,Chargedoff,3.0,Self-employed,1733.3333329999998,173.71,4000,,0.165
17269,,Completed,10.0,Employed,4166.666667,296.97,9682,0.18,0.0155
17271,HR,Chargedoff,,Retired,2818.833333,240.74,5824,0.43,
17273,,Completed,5.0,Employed,11250.0,117.55,4000,0.01,0.1025
17275,,Completed,7.0,Employed,9166.666667,588.07,13000,0.19,0.108
17279,,Completed,8.0,Employed,3833.333333,108.44,3000,0.15,0.0595
17281,,Completed,3.0,Employed,4333.333333,578.46,15000,0.31,0.0975
17282,,Completed,8.0,Employed,4000.0,352.86,10000,0.18,0.0565
17288,,Chargedoff,7.0,Employed,5583.333333,302.14,7500,0.2,0.108
17291,C,Completed,,Full-time,2083.333333,176.48,5000,0.3,
17293,,Completed,4.0,Employed,8333.333333,173.71,4000,0.2,0.1625
17305,,Completed,8.0,Employed,2416.666667,163.93,5000,0.17,0.02
17306,,Chargedoff,2.0,Employed,2688.333333,322.47,7500,0.67,0.13
17308,D,Completed,,Full-time,7333.333333,95.48,2500,0.29,
17309,,Completed,9.0,Employed,2750.0,204.5,8500,0.18,0.033
17310,,Completed,7.0,Other,7000.0,157.96,4000,0.08,0.1125
17313,D,Completed,,Not available,1000.0,176.59,5250,,
17315,E,Completed,,Full-time,2666.666667,61.24,1500,0.06,
17317,,Completed,3.0,Employed,5000.0,332.99,8500,0.24,0.1075
17319,,Completed,9.0,Full-time,7500.0,55.67,1500,0.2,0.065
17320,,Completed,7.0,Employed,6166.666667,370.58,14500,0.32,0.042
17321,,Completed,9.0,Full-time,2640.0,98.91,3000,0.52,0.021
17324,D,Completed,,Not available,4416.666667,213.69,5100,0.12,
17325,,Chargedoff,6.0,Full-time,6500.0,176.45,4000,0.22,0.14
17327,,Chargedoff,6.0,Self-employed,13083.333333,395.06,10000,,0.119
17328,,Completed,6.0,Employed,2583.333333,40.29,1000,0.33,0.142
17329,,Completed,4.0,Employed,4666.666667,173.71,4000,0.33,0.165
17330,E,Chargedoff,,Not available,6000.0,115.24,2750,0.23,
17331,B,Completed,,Part-time,989.083333,175.17,5000,0.59,
17335,,Chargedoff,5.0,Employed,3800.0,173.71,4000,0.27,0.1675
17340,,Chargedoff,7.0,Employed,7750.0,360.26,9500,0.25,0.089
17341,C,Completed,,Full-time,7804.666667,301.89,10000,0.09,
17342,HR,Completed,,Full-time,4583.333333,188.38,5000,0.13,
17348,AA,Completed,,Full-time,4500.0,842.35,25000,0.31,
17350,A,Completed,,,13333.333333,261.57,8000,0.2,
17355,A,Completed,,Full-time,4166.666667,123.51,4000,0.14,
17358,,Chargedoff,5.0,Employed,8624.916667,78.08,1900,0.42,0.108
17361,HR,Completed,,Not available,13333.333333,44.66,2600,0.18,
17363,,Completed,8.0,Employed,10166.666667,581.5,17500,0.14,0.0349
17365,,Completed,2.0,Employed,4166.666667,135.82,4000,0.43,0.1425
17366,,Chargedoff,6.0,Other,6583.333333,224.51,5500,0.5,0.112
17367,B,Completed,,Not employed,0.0,40.14,1200,,
17370,,Chargedoff,4.0,Employed,4641.833333,173.71,4000,0.21,0.165
17371,,Completed,3.0,Employed,2333.333333,324.99,7500,,0.149
17374,A,Chargedoff,,Part-time,5833.333333,681.13,20000,0.3,
17375,,Completed,5.0,Employed,2083.333333,271.42,6000,0.4,0.183
17380,,Completed,9.0,Full-time,2500.0,31.89,1000,0.42,0.021
17381,C,Completed,,,7083.333333,170.99,5000,0.11482,
17382,B,Completed,,Not available,4408.333333,97.55,3000,0.25,
17383,,Completed,4.0,Employed,2916.666667,43.93,1200,,0.183
17385,,Completed,6.0,Employed,5833.333333,1076.82,12000,0.29,0.0674
17391,,Chargedoff,5.0,Employed,2208.333333,158.03,4000,0.59,0.119
17393,,Completed,10.0,Employed,4166.666667,257.72,3000,0.1,0.0135
17396,D,Completed,,Full-time,1666.666667,266.99,7500,0.51,
17399,,Completed,9.0,Full-time,6666.666667,291.25,9000,0.14,0.021
17400,C,Completed,,Full-time,3083.333333,33.69,1000,0.2,
17402,,Completed,6.0,Full-time,7500.0,200.25,4971,0.09,0.108
17403,A,Completed,,Not available,1791.6666670000002,334.54,10000,1.16,
17407,,Completed,6.0,Full-time,2166.666667,80.3,2000,0.24,0.105
17408,,Chargedoff,4.0,Employed,4000.0,316.86,12000,0.4,0.0674
17409,,Completed,10.0,Full-time,5009.666667,36.15,1000,0.07,0.065
17410,A,Completed,,Full-time,5139.083333,88.23,2500,0.36,
